"","Year","Date","Marine.Park","SectorRegion","Name","Reef","Site","Site_notes","Zone","Transect","Depth","Complexity","Total.Macroalgae","Total.HARD.CORAL","Gradient","Total","id","total","match","coral","simpD","shanH","FDis"
"790",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 1","","Crest",1,3,2,0,30,"0",100,"Ribbon 5 1 Crest 1 2019",100,"yes",30,0.682222222222222,1.32041907304428,0.107973000547252
"791",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 1","","Crest",2,3,3,0,23,"0",100,"Ribbon 5 1 Crest 2 2019",100,"yes",23,0.680529300567108,1.24076839945406,0.125606517134912
"792",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 1","","Crest",3,3,3.5,0,19,"10",100,"Ribbon 5 1 Crest 3 2019",100,"yes",19,0.753462603878116,1.49789610260928,0.158867202910315
"793",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 2","","Slope",1,9,3,0,18,"90",100,"Ribbon 5 2 Slope 1 2019",100,"yes",18,0.654320987654321,1.26767702904526,0.183004018687725
"794",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 2","","Slope",2,9,2.5,4,9,"100",100,"Ribbon 5 2 Slope 2 2019",100,"yes",9,0.666666666666667,1.21488965394912,0.160802426364707
"795",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 2","","Slope",3,9,3,0,19,"90",100,"Ribbon 5 2 Slope 3 2019",100,"yes",19,0.659279778393352,1.31265903058386,0.173717524991849
"796",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 2","","Crest",1,2,2,0,25,"0",100,"Ribbon 5 2 Crest 1 2019",100,"yes",25,0.5984,1.21947520603694,0.164316280089768
"797",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 2","","Crest",2,2,2,0,24,"0",100,"Ribbon 5 2 Crest 2 2019",100,"yes",24,0.548611111111111,1.01289635348511,0.164477311430596
"798",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 5","Ribbon 5 2","","Crest",3,2,1.5,0,30,"0",100,"Ribbon 5 2 Crest 3 2019",100,"yes",30,0.728888888888889,1.40972284154688,0.149138936755287
"799",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 1","","Slope",1,8,2,0,25,"90",100,"Ribbon 1 1 Slope 1 2019",100,"yes",25,0.768,1.5825064374116,0.171332539690946
"800",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 1","","Slope",2,6,2,0,30,"90",100,"Ribbon 1 1 Slope 2 2019",100,"yes",30,0.722222222222222,1.47080847632211,0.162324837418108
"801",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 1","","Slope",3,8,2,0,29,"45",100,"Ribbon 1 1 Slope 3 2019",100,"yes",29,0.734839476813318,1.44516820503766,0.160039887862586
"802",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 1","","Crest",1,1,1,0,21,"0",100,"Ribbon 1 1 Crest 1 2019",100,"yes",21,0.71655328798186,1.36404950205938,0.134847954062766
"803",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 1","","Crest",2,1,1,0,28,"0",100,"Ribbon 1 1 Crest 2 2019",100,"yes",28,0.693877551020408,1.35227862122723,0.129641869704504
"804",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 1","","Crest",3,1,1,0,31,"0",100,"Ribbon 1 1 Crest 3 2019",100,"yes",31,0.595213319458897,1.1046087405887,0.100800482629565
"805",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 2","","Slope",1,9,3,0,22,"90",100,"Ribbon 1 2 Slope 1 2019",100,"yes",22,0.756198347107438,1.64050280006222,0.185300062466852
"806",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 2","","Slope",2,7,2,0,30,"10",100,"Ribbon 1 2 Slope 2 2019",100,"yes",30,0.76,1.74652818476723,0.167404482359811
"807",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 2","","Slope",3,7,2,0,13,"0",100,"Ribbon 1 2 Slope 3 2019",100,"yes",13,0.781065088757396,1.6313454208086,0.144844983252966
"808",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 2","","Crest",1,1,2.5,0,25,"0",100,"Ribbon 1 2 Crest 1 2019",100,"yes",25,0.4416,0.784167586763607,0.129617318277307
"809",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 2","","Crest",2,1,2.5,0,30,"0",100,"Ribbon 1 2 Crest 2 2019",100,"yes",30,0.604444444444444,1.12194166085044,0.0999946594321597
"810",2019,"23/03/19","GBR","Northern Great Barrier Reef","Morgan","Ribbon 1","Ribbon 1 2","","Crest",3,1,2,0,35,"0",100,"Ribbon 1 2 Crest 3 2019",100,"yes",35,0.622040816326531,1.28374187300564,0.12700850893332
"811",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","St Crispin","St Crispin 2","","Slope",1,8,3,0,26,"0",100,"St Crispin 2 Slope 1 2019",100,"yes",26,0.724852071005917,1.41702697806874,0.119867203855789
"812",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","St Crispin","St Crispin 2","","Slope",2,6,2,0,28,"0",100,"St Crispin 2 Slope 2 2019",100,"yes",28,0.716836734693878,1.37014296365897,0.165203543387205
"813",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","St Crispin","St Crispin 2","","Slope",3,7,2.5,0,21,"0",100,"St Crispin 2 Slope 3 2019",100,"yes",21,0.743764172335601,1.61584006307439,0.163512377342311
"814",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","St Crispin","St Crispin 2","","Crest",1,2,3,2,16,"0",100,"St Crispin 2 Crest 1 2019",100,"yes",16,0.5546875,1.04083983742324,0.136756598612379
"815",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","St Crispin","St Crispin 2","","Crest",2,1,2.5,0,20,"0",100,"St Crispin 2 Crest 2 2019",100,"yes",20,0.545,0.967260442912774,0.082170779789967
"816",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","St Crispin","St Crispin 2","","Crest",3,1,2,0,25,"0",100,"St Crispin 2 Crest 3 2019",100,"yes",25,0.736,1.42929907816468,0.130590973440291
"817",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 1","","Slope",1,8,2,0,23,"45",100,"Tongue 1 Slope 1 2019",100,"yes",23,0.608695652173913,1.13229150130764,0.151512965169953
"818",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 1","","Slope",2,8,3,0,16,"0",100,"Tongue 1 Slope 2 2019",100,"yes",16,0.7421875,1.46147212930402,0.172474078575759
"819",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 1","","Slope",3,9.5,2.5,0,30,"45",100,"Tongue 1 Slope 3 2019",100,"yes",30,0.737777777777778,1.50011012007905,0.150764751968556
"820",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 1","","Crest",1,5,2,0,19,"0",100,"Tongue 1 Crest 1 2019",100,"yes",19,0.481994459833795,0.897622184878044,0.109837143462973
"821",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 1","","Crest",2,4,3,0,25,"0",100,"Tongue 1 Crest 2 2019",100,"yes",25,0.5952,1.24040513178752,0.117816106727847
"822",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 1","","Crest",3,3,2,0,31,"0",100,"Tongue 1 Crest 3 2019",100,"yes",31,0.526534859521332,1.01713846656299,0.102616786571495
"823",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 2","","Slope",1,8,3,0,25,"90",100,"Tongue 2 Slope 1 2019",100,"yes",25,0.7328,1.53290246019358,0.159376610854857
"824",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 2","","Slope",2,9,3,0,22,"45",100,"Tongue 2 Slope 2 2019",100,"yes",22,0.764462809917355,1.72730018664787,0.176541806176705
"825",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 2","","Slope",3,8,2.5,0,31,"0",100,"Tongue 2 Slope 3 2019",100,"yes",31,0.77627471383975,1.63493219931571,0.15983731929537
"826",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 2","","Crest",1,2,3,0,21,"0",100,"Tongue 2 Crest 1 2019",100,"yes",21,0.657596371882086,1.24467253817178,0.112881046114856
"827",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 2","","Crest",2,1,3,0,25,"0",100,"Tongue 2 Crest 2 2019",100,"yes",25,0.5536,0.950002872442617,0.0985858314443226
"828",2019,"24/03/19","GBR","Northern Great Barrier Reef","Morgan","Tongue","Tongue 2","","Crest",3,2,3.5,1,11,"0",100,"Tongue 2 Crest 3 2019",100,"yes",11,0.644628099173554,1.16222554492109,0.108114311191607
"829",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 1","","Slope",1,7,1.5,0,20,"0",100,"18-023 1 Slope 1 2019",100,"yes",20,0.65,1.37346859410268,0.128098009669411
"830",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 1","","Slope",2,8,1,0,17,"0",100,"18-023 1 Slope 2 2019",100,"yes",17,0.823529411764706,1.89055701139157,0.159041598651018
"831",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 1","","Slope",3,8,1.5,0,27,"0",100,"18-023 1 Slope 3 2019",100,"yes",27,0.801097393689986,1.79642160495138,0.136716539339932
"832",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 1","","Crest",1,2,1,0,51,"0",100,"18-023 1 Crest 1 2019",100,"yes",51,0.778162245290273,1.68603611380154,0.134810596374737
"833",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 1","","Crest",2,2,2,0,54,"0",100,"18-023 1 Crest 2 2019",100,"yes",54,0.710562414266118,1.48479573445342,0.129269727178264
"834",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 1","","Crest",3,2,2,0,42,"0",100,"18-023 1 Crest 3 2019",100,"yes",42,0.73015873015873,1.53875162573233,0.108170292304414
"835",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 2","","Slope",1,8,2.5,0,52,"0",100,"18-023 2 Slope 1 2019",100,"yes",52,0.818786982248521,1.80511800924197,0.154529203291219
"836",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 2","","Slope",2,8,2.5,0,42,"0",100,"18-023 2 Slope 2 2019",100,"yes",42,0.856009070294785,2.03254436556873,0.167128648318184
"837",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 2","","Slope",3,8,2,0,33,"0",100,"18-023 2 Slope 3 2019",100,"yes",33,0.808080808080808,1.83142039858157,0.166934041435727
"838",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 2","","Crest",1,4,2,0,49,"0",100,"18-023 2 Crest 1 2019",100,"yes",49,0.786339025406081,1.74178579341908,0.119534376166899
"839",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 2","","Crest",2,2,2.5,0,51,"0",100,"18-023 2 Crest 2 2019",100,"yes",51,0.785082660515186,1.73184255824011,0.121046163492824
"840",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","18-023","18-023 2","","Crest",3,2,2,0,58,"0",100,"18-023 2 Crest 3 2019",100,"yes",58,0.78359096313912,1.71409759768451,0.129989049266319
"841",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 1","","Slope",1,9,3,0,41,"0",100,"Pith 1 Slope 1 2019",100,"yes",41,0.800713860797145,1.87348287037818,0.135846851092125
"842",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 1","","Slope",2,9,3,1,42,"0",100,"Pith 1 Slope 2 2019",100,"yes",42,0.791383219954649,1.71965525876169,0.159159399826059
"843",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 1","","Slope",3,8.5,2.5,0,36,"0",100,"Pith 1 Slope 3 2019",100,"yes",36,0.782407407407407,1.6836981234283,0.13955709566341
"844",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 1","","Crest",1,3,2,0,61,"0",100,"Pith 1 Crest 1 2019",100,"yes",61,0.772910507927976,1.62575958866169,0.122998600274807
"845",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 1","","Crest",2,3,2,0,65,"0",100,"Pith 1 Crest 2 2019",100,"yes",65,0.789112426035503,1.67309534973124,0.129310383996891
"846",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 1","","Crest",3,3,3,0,64,"0",100,"Pith 1 Crest 3 2019",100,"yes",64,0.787109375,1.6959313311974,0.139846276540732
"847",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 2","","Slope",1,9,3.5,0,34,"0",100,"Pith 2 Slope 1 2019",100,"yes",34,0.761245674740484,1.59812551719009,0.128519946794115
"848",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 2","","Slope",2,9,3.5,0,36,"0",100,"Pith 2 Slope 2 2019",100,"yes",36,0.805555555555556,1.77309713160039,0.143420128367865
"849",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 2","","Slope",3,8,3,0,43,"0",100,"Pith 2 Slope 3 2019",100,"yes",43,0.769064359113034,1.619734227695,0.129231810521516
"850",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 2","","Crest",1,2.5,2.5,0,58,"0",100,"Pith 2 Crest 1 2019",100,"yes",58,0.728299643281807,1.47887497393002,0.137428076837066
"851",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 2","","Crest",2,2.5,2.5,0,48,"0",100,"Pith 2 Crest 2 2019",100,"yes",48,0.745659722222222,1.56122261280306,0.126559820622075
"852",2019,"25/03/19","GBR","Central Great Barrier Reef","Morgan","Pith","Pith 2","","Crest",3,2.5,2.5,2,45,"0",100,"Pith 2 Crest 3 2019",100,"yes",45,0.779259259259259,1.6887557168865,0.127635002110673
"853",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 1","","Slope",1,8,1.5,0,11,"3",100,"Hixon 1 Slope 1 2020",100,"yes",11,0.528925619834711,0.907535294105009,0.116835831867658
"854",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 1","","Slope",2,8.5,1.5,0,2,"3.5",100,"Hixon 1 Slope 2 2020",100,"yes",2,0.5,0.693147180559945,0.134615460762203
"855",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 1","","Slope",3,8,1.5,0,5,"3",100,"Hixon 1 Slope 3 2020",100,"yes",5,0.56,0.950270539233235,0.144368068066179
"856",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 1","","Crest",1,2,1.5,0,12,"1.5",100,"Hixon 1 Crest 1 2020",100,"yes",12,0.680555555555556,1.2366848691405,0.100949794322404
"857",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 1","","Crest",2,3,2,2,4,"1.5",100,"Hixon 1 Crest 2 2020",100,"yes",4,0.625,1.03972077083992,0.109443718844775
"858",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 1","","Crest",3,2.5,2,2,3,"1.5",100,"Hixon 1 Crest 3 2020",100,"yes",3,0.666666666666667,1.09861228866811,0.118312716773998
"859",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 2","","Slope",1,6,2.5,1,11,"2",100,"Hixon 2 Slope 1 2020",100,"yes",11,0.710743801652893,1.2945451658449,0.13610700848589
"860",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 2","","Slope",2,6,1.5,9,6,"2",100,"Hixon 2 Slope 2 2020",100,"yes",6,0.666666666666667,1.09861228866811,0.0964518043652612
"861",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 2","","Slope",3,7.5,1.5,7,8,"2.5",100,"Hixon 2 Slope 3 2020",100,"yes",8,0.40625,0.735621939758795,0.101654209337925
"862",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 2","","Crest",1,4,2,6,8,"0.5",100,"Hixon 2 Crest 1 2020",100,"yes",8,0.65625,1.2130075659799,0.10138476522267
"863",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 2","","Crest",2,4,1.5,1,11,"1",100,"Hixon 2 Crest 2 2020",100,"yes",11,0.826446280991736,1.76776147228933,0.133420777000458
"864",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 2","","Crest",3,3,2.5,2,5,"1.5",100,"Hixon 2 Crest 3 2020",100,"yes",5,0.72,1.33217904021012,0.111836331978914
"865",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 3","","Slope",1,9,2,9,4,"3",100,"Hixon 3 Slope 1 2020",100,"yes",4,0.375,0.562335144618808,0.0966824094714956
"866",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 3","","Slope",2,8.5,2,26,0,"4",100,"Hixon 3 Slope 2 2020",100,"yes",0,0,0,NA
"867",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 3","","Slope",3,9.5,2.5,28,0,"3",100,"Hixon 3 Slope 3 2020",100,"yes",0,0,0,NA
"868",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 3","","Crest",1,3,1,23,3,"1.5",100,"Hixon 3 Crest 1 2020",100,"yes",3,0.444444444444444,0.636514168294813,0.114059632271873
"869",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 3","","Crest",2,3,1,15,6,"1.5",100,"Hixon 3 Crest 2 2020",100,"yes",6,0.5,0.867563228481461,0.0616840884177743
"870",2020,"17/02/20","GBR","Southern Great Barrier Reef","Ed","Hixon","Hixon 3","","Crest",3,3.5,1,18,6,"1.5",100,"Hixon 3 Crest 3 2020",100,"yes",6,0.277777777777778,0.450561208866305,0.0155252795901014
"871",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 3","","Slope",1,9,4,5,25,"4",100,"Saumarez 3 Slope 1 2020",100,"yes",25,0.6368,1.3319113734195,0.139859386643443
"872",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 3","","Slope",2,9,4,14,21,"4",100,"Saumarez 3 Slope 2 2020",100,"yes",21,0.820861678004535,1.75330755466351,0.135244508230292
"873",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 3","","Slope",3,7.5,3.5,6,18,"4",100,"Saumarez 3 Slope 3 2020",100,"yes",18,0.740740740740741,1.45935941234753,0.16302537346219
"874",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 3","","Crest",1,2,3.5,8,42,"4",100,"Saumarez 3 Crest 1 2020",100,"yes",42,0.817460317460317,1.84588628034948,0.106362984037913
"875",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 3","","Crest",2,2,4.5,9,33,"5",100,"Saumarez 3 Crest 2 2020",100,"yes",33,0.611570247933884,1.15266240138659,0.0579684096933823
"876",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 3","","Crest",3,2,3,9,35,"4",100,"Saumarez 3 Crest 3 2020",100,"yes",35,0.73469387755102,1.53216107472538,0.0939013870458476
"877",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 7","","Slope",1,8.5,3,6,31,"4.5",100,"Saumarez 7 Slope 1 2020",100,"yes",31,0.809573361082206,1.72563367775843,0.140245938029707
"878",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 7","","Slope",2,7,2.5,7,16,"4",100,"Saumarez 7 Slope 2 2020",100,"yes",16,0.7109375,1.40139264660812,0.16337978274495
"879",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 7","","Slope",3,9,3.5,3,22,"4",100,"Saumarez 7 Slope 3 2020",100,"yes",22,0.747933884297521,1.56204405302991,0.125008092688178
"880",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 7","","Crest",1,2.5,3,6,44,"4",100,"Saumarez 7 Crest 1 2020",100,"yes",44,0.777892561983471,1.65209932738904,0.159625238508411
"881",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 7","","Crest",2,2,3.5,2,44,"4.5",100,"Saumarez 7 Crest 2 2020",100,"yes",44,0.800619834710744,1.88387637763229,0.14256782702828
"882",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 7","","Crest",3,3,3,5,35,"4",100,"Saumarez 7 Crest 3 2020",100,"yes",35,0.726530612244898,1.39715545963778,0.128750480274286
"883",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 5","","Slope",1,9,2,15,6,"4.5",100,"Saumarez 5 Slope 1 2020",100,"yes",6,0.611111111111111,1.01140426470735,0.110780314579123
"884",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 5","","Slope",2,8,2.5,20,2,"4",100,"Saumarez 5 Slope 2 2020",100,"yes",2,0.5,0.693147180559945,0
"885",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 5","","Slope",3,8,3,27,1,"5",100,"Saumarez 5 Slope 3 2020",100,"yes",1,0,0,0
"886",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 5","","Crest",1,3,2.5,18,12,"5",100,"Saumarez 5 Crest 1 2020",100,"yes",12,0.736111111111111,1.46773392932715,0.143635960199621
"887",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 5","","Crest",2,1.5,2.5,1,27,"1",100,"Saumarez 5 Crest 2 2020",100,"yes",27,0.60082304526749,1.08149236584137,0.130355962063301
"888",2020,"18/02/20","Coral Sea","Southern Coral Sea","Ed","Saumarez","Saumarez 5","","Crest",3,1,2,1,14,"0.5",100,"Saumarez 5 Crest 3 2020",100,"yes",14,0.73469387755102,1.47507631105469,0.107390174503589
"889",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 3","","Slope",1,9,2,5,36,"5",100,"Cato 3 Slope 1 2020",100,"yes",36,0.70216049382716,1.3387390469716,0.129644266833447
"890",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 3","","Slope",2,8,3.5,0,20,"4",100,"Cato 3 Slope 2 2020",100,"yes",20,0.72,1.4956157801725,0.104795961540948
"891",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 3","","Slope",3,7.5,2.5,0,22,"4",100,"Cato 3 Slope 3 2020",100,"yes",22,0.479338842975207,0.878863245235423,0.102625142877305
"892",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 3","","Crest",1,2,4,0,50,"4.5",100,"Cato 3 Crest 1 2020",100,"yes",50,0.632,1.16213917555168,0.0646853249779603
"893",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 3","","Crest",2,2,4,2,60,"4",100,"Cato 3 Crest 2 2020",100,"yes",60,0.715555555555556,1.51715005965806,0.100043065941209
"894",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 3","","Crest",3,2,4.5,3,49,"4",100,"Cato 3 Crest 3 2020",100,"yes",49,0.428987921699292,0.743737401180311,0.0383884594736901
"895",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 1","","Slope",1,9,2.5,0,17,"3",100,"Cato 1 Slope 1 2020",100,"yes",17,0.726643598615917,1.43034983140969,0.090789230976942
"896",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 1","","Slope",2,9,3.5,0,31,"3.5",100,"Cato 1 Slope 2 2020",100,"yes",31,0.784599375650364,1.68143073370142,0.140690954789916
"897",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 1","","Slope",3,8,2.5,0,28,"3",100,"Cato 1 Slope 3 2020",100,"yes",28,0.780612244897959,1.65012600491056,0.12182570514221
"898",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 1","","Crest",1,2,5,0,40,"4",100,"Cato 1 Crest 1 2020",100,"yes",40,0.73625,1.45316223629536,0.0959661567229167
"899",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 1","","Crest",2,2,5,0,58,"2",100,"Cato 1 Crest 2 2020",100,"yes",58,0.781807372175981,1.65899048404793,0.103333114406266
"900",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 1","","Crest",3,2,5,0,33,"5",100,"Cato 1 Crest 3 2020",100,"yes",33,0.664830119375574,1.20003922440703,0.105294218229583
"901",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 2","","Slope",1,9.5,2.5,0,52,"4.5",100,"Cato 2 Slope 1 2020",100,"yes",52,0.588757396449704,1.13018352910896,0.114028910493992
"902",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 2","","Slope",2,8.5,2.5,0,58,"3",100,"Cato 2 Slope 2 2020",100,"yes",58,0.669441141498216,1.29543257905375,0.133863000689184
"903",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 2","","Slope",3,9,3,0,41,"4",100,"Cato 2 Slope 3 2020",100,"yes",41,0.635336109458656,1.20308734294973,0.11920591339328
"904",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 2","","Crest",1,2,3.5,0,48,"3",100,"Cato 2 Crest 1 2020",100,"yes",48,0.761284722222222,1.7035845227723,0.104317659668033
"905",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 2","","Crest",2,2,4,0,59,"3",100,"Cato 2 Crest 2 2020",100,"yes",59,0.734846308532031,1.46105125318517,0.0940433208345707
"906",2020,"19/02/20","Coral Sea","Southern Coral Sea","Ed","Cato","Cato 2","","Crest",3,2.5,4,0,57,"4",100,"Cato 2 Crest 3 2020",100,"yes",57,0.739919975377039,1.55853884160442,0.0901414569653445
"907",2020,"20/02/20","Coral Sea","Southern Coral Sea","Ed","Wreck","Wreck 3","","Slope",1,7.5,2.5,2,24,"3.5",100,"Wreck 3 Slope 1 2020",100,"yes",24,0.756944444444444,1.55669692838313,0.127953938496256
