,species,genus,domain,cat_growthrate,cat_corallitesize,cat_colonydiameter,cat_skeletaldensity,cat_colonyheight,cat_SA_vol,cat_spacesize,dat_growth,dat_skeletal,dat_corallite,dat_colonydiameter,raw_growth,raw_skeldensity,raw_polypsize,raw_colonydiam,raw_growth_form,reproductive_mode,raw_reproductive_mode,species_keith,species_keith_updated,Andaman.Sea,Eastern.Pacific,Fiji.Caroline.Islands,Hawaii.Line.Islands,Indonesia.Philippines,Japan.Vietnam,Northern.PNG...Solomon.Islands,Persian.Gulf,Polynesia,Red.Sea.Gulf.of.Aden,Subtropical.East.Africa,Subtropical.Eastern.Australia,Subtropical.Japan,Subtropical.Western.Australia,Tonga.Samoa,Tropical.Australia,Western.Indian.Ocean,Caribbean,Brazil,East_Atlantic
94,Acropora meridiana,Acropora,pacific,5,1,2,2,4,3,4,58.7,1.4,1.4,100,NA,NA,NA,100,branching_closed,spawner,NA,Acropora meridiana,Acropora meridiana,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
95,Acropora microclados,Acropora,pacific,4,1,2,2,3,5,3,31.6,1.4,1.2,100,NA,NA,1.2,100,corymbose,spawner,spawner,Acropora microclados,Acropora microclados,NA,NA,1,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA
96,Acropora microphthalma,Acropora,pacific,5,1,4,2,5,4,5,58.7,1.4,1,200,NA,NA,1,200,branching_open,spawner,spawner,Acropora microphthalma,Acropora microphthalma,1,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA
97,Acropora millepora,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.5,1.6,105.3,NA,NA,1.6,NA,corymbose,spawner,spawner,Acropora millepora,Acropora millepora,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA
98,Acropora minuta,Acropora,pacific,2,1,1,4,1,2,1,6.3,1.9,0.7,44.5,NA,NA,NA,NA,encrusting,spawner,NA,Acropora minuta,Acropora minuta,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
99,Acropora mirabilis,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,1,105.3,NA,NA,NA,NA,corymbose,spawner,NA,Acropora mirabilis,Acropora mirabilis,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA
100,Acropora monticulosa,Acropora,pacific,4,1,4,3,3,4,3,30.5,1.5,1.2,300,NA,NA,1.2,300,digitate,spawner,spawner,Acropora monticulosa,Acropora monticulosa,1,NA,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
101,Acropora mossambica,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,0.9,105.3,NA,NA,0.9,NA,corymbose,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Acropora multiacuta,Acropora,pacific,5,2,3,2,4,3,4,58.7,1.4,2,146.7,NA,NA,2,NA,branching_closed,spawner,NA,Acropora multiacuta,Acropora multiacuta,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
103,Acropora muricata,Acropora,pacific,5,1,5,3,5,4,5,89.1,1.7,1.2,625,89.5,1.7,1.2,625,branching_open,spawner,spawner,Acropora muricata,Acropora muricata,1,NA,1,NA,1,1,1,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA
104,Acropora nana,Acropora,pacific,5,1,1,2,4,3,4,58.7,1.4,1,15,NA,NA,1,15,branching_closed,spawner,spawner,Acropora nana,Acropora nana,NA,NA,1,NA,1,1,1,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA
105,Acropora nasuta,Acropora,pacific,4,1,2,2,3,5,3,26.2,1.4,1.1,80,41.9,1.4,1.1,80,corymbose,spawner,spawner,Acropora nasuta,Acropora nasuta,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA
106,Acropora natalensis,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,1.5,103.2,NA,NA,NA,NA,tables_or_plates,spawner,NA,Acropora natalensis,Acropora natalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
107,Acropora navini,Acropora,pacific,5,1,3,2,4,4,5,58.7,1.4,1.1,146.7,NA,NA,NA,NA,hispidose,spawner,NA,Acropora navini,Acropora navini,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
108,Acropora ocellata,Acropora,pacific,4,1,3,3,3,4,3,30.5,1.6,1.9,103.3,NA,NA,NA,NA,digitate,spawner,NA,Acropora ocellata,Acropora ocellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
109,Acropora orbicularis,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.6,103.2,NA,NA,NA,NA,tables_or_plates,spawner,NA,Acropora orbicularis,Acropora orbicularis,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
110,Acropora palmata,Acropora,atlantic,5,1,5,4,5,4,4,181.7,1.9,1.6,400,71,1.9,1.6,400,branching_open,spawner,spawner,Acropora palmata,Acropora palmata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
111,Acropora palmerae,Acropora,pacific,2,1,3,4,1,2,1,6.3,2,1.3,180,NA,NA,1.3,180,encrusting,spawner,spawner,Acropora palmerae,Acropora palmerae,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA
112,Acropora paniculata,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.8,103,NA,NA,0.8,103,tables_or_plates,spawner,NA,Acropora paniculata,Acropora paniculata,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
113,Acropora papillare,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.6,146.7,NA,NA,1.6,NA,branching_open,spawner,NA,Acropora papillare,Acropora papillare,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
114,Acropora parahemprichii,Acropora,pacific,5,1,4,2,4,3,4,58.7,1.4,1.1,400,NA,NA,NA,400,branching_closed,spawner,NA,Acropora parahemprichii,Acropora parahemprichii,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Acropora parapharaonis,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.8,103.2,NA,NA,NA,NA,tables_or_plates,spawner,spawner,Acropora parapharaonis,Acropora parapharaonis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Acropora parilis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.3,0.5,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora parilis,Acropora parilis,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
117,Acropora pectinatus,Acropora,pacific,5,1,2,2,4,3,4,58.7,1.4,0.7,100,NA,NA,NA,100,branching_closed,spawner,NA,Acropora pectinatus,Acropora pectinatus,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
118,Acropora pharaonis,Acropora,pacific,3,1,2,2,2,2,2,14.4,1.4,1.5,69.2,10.9,NA,1.5,NA,tables_or_plates,spawner,spawner,Acropora pharaonis,Acropora pharaonis,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
119,Acropora pichoni,Acropora,pacific,4,1,2,2,2,2,2,30.4,1.4,0.9,100,NA,NA,0.9,100,tables_or_plates,spawner,NA,Acropora pichoni,Acropora pichoni,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
120,Acropora pinguis,Acropora,pacific,5,1,4,2,5,4,5,58.7,1.4,1.1,200,NA,NA,NA,200,branching_open,spawner,NA,Acropora pinguis,Acropora pinguis,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
121,Acropora plana,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.7,103.2,NA,NA,NA,NA,tables_or_plates,spawner,NA,Acropora plana,Acropora plana,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
122,Acropora plantaginea,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.5,1.3,105.3,NA,NA,NA,NA,corymbose,spawner,spawner,Acropora plantaginea,Acropora plantaginea,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
123,Acropora plumosa,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,1.2,103.2,NA,NA,1.2,NA,tables_or_plates,spawner,NA,Acropora plumosa,Acropora plumosa,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
124,Acropora polystoma,Acropora,pacific,4,1,2,2,3,5,3,31.6,1.5,1.5,80,NA,NA,1.5,80,corymbose,spawner,spawner,Acropora polystoma,Acropora polystoma,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
125,Acropora prolifera,Acropora,atlantic,5,1,3,3,4,3,4,59.3,1.4,1.5,147.6,59.3,NA,1.5,NA,branching_closed,spawner,spawner,Acropora prolifera,Acropora prolifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
126,Acropora prostrata,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,0.6,105.3,NA,NA,NA,NA,corymbose,spawner,NA,Acropora prostrata,Acropora prostrata,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
127,Acropora proximalis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.6,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora proximalis,Acropora proximalis,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
128,Acropora pruinosa,Acropora,pacific,5,1,2,2,4,3,4,58.7,1.4,1.6,100,NA,NA,1.6,100,branching_closed,spawner,NA,Acropora pruinosa,Acropora pruinosa,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
129,Acropora pulchra,Acropora,pacific,5,1,5,4,5,4,5,135.9,1.9,1.2,500,130.9,1.9,1.2,500,branching_open,spawner,spawner,Acropora pulchra,Acropora pulchra,1,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,1,1,1,1,NA,NA,NA
130,Acropora rambleri,Acropora,pacific,4,1,2,2,2,2,2,30.4,1.4,0.7,100,NA,NA,NA,100,tables_or_plates,spawner,NA,Acropora rambleri,Acropora rambleri,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
131,Acropora retusa,Acropora,pacific,4,1,3,3,3,4,3,30.5,1.5,0.9,103.3,NA,NA,0.9,NA,digitate,spawner,spawner,Acropora retusa,Acropora retusa,NA,NA,1,NA,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA
132,Acropora ridzwani,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,1.8,103.2,NA,NA,1.8,NA,tables_or_plates,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Acropora robusta,Acropora,pacific,3,1,2,2,5,4,5,22.4,1.4,1.5,87.6,22.4,NA,1.5,NA,branching_open,spawner,spawner,Acropora robusta,Acropora robusta,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA
134,Acropora rongelapensis,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.8,103.2,NA,NA,0.8,NA,tables_or_plates,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Acropora rosaria,Acropora,pacific,4,2,3,2,3,5,3,31.6,1.5,2.3,105.3,NA,NA,NA,NA,corymbose,spawner,NA,Acropora rosaria,Acropora rosaria,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
136,Acropora roseni,Acropora,pacific,5,1,4,2,5,4,5,58.7,1.4,1.6,200,NA,NA,1.6,200,branching_open,spawner,NA,Acropora roseni,Acropora roseni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
137,Acropora rudis,Acropora,pacific,5,1,2,2,5,4,5,58.7,1.4,1.2,100,NA,NA,1.2,100,branching_open,spawner,NA,Acropora rudis,Acropora rudis,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
138,Acropora rufus,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.1,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora rufus,Acropora rufus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Acropora russelli,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1,146.7,NA,NA,1,NA,branching_closed,spawner,NA,Acropora russelli,Acropora russelli,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
140,Acropora samoensis,Acropora,pacific,4,1,2,3,3,4,3,30.5,1.5,1.8,100,NA,NA,1.8,100,digitate,spawner,spawner,Acropora samoensis,Acropora samoensis,1,NA,1,NA,1,1,1,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA
141,Acropora sarmentosa,Acropora,pacific,4,2,1,2,3,5,3,31.6,1.5,2,30,NA,NA,2,30,corymbose,spawner,spawner,Acropora sarmentosa,Acropora sarmentosa,NA,NA,1,NA,1,1,1,NA,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA
142,Acropora scherzeriana,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,0.6,146.7,NA,NA,NA,NA,branching_open,spawner,NA,Acropora scherzeriana,Acropora scherzeriana,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
143,Acropora schmitti,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.5,146.7,NA,NA,NA,NA,branching_open,spawner,NA,Acropora schmitti,Acropora schmitti,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
144,Acropora secale,Acropora,pacific,5,1,2,2,4,3,4,58.7,1.4,1.2,100,NA,NA,1.2,100,branching_closed,spawner,spawner,Acropora secale,Acropora secale,1,NA,1,NA,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA
145,Acropora sekiseiensis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.1,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora sekiseiensis,Acropora sekiseiensis,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
146,Acropora selago,Acropora,pacific,4,1,2,2,3,5,3,31.6,1.4,0.9,75,NA,NA,0.9,75,corymbose,spawner,spawner,Acropora selago,Acropora selago,1,NA,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA
147,Acropora seriata,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.6,103.2,NA,NA,NA,NA,tables_or_plates,spawner,NA,Acropora seriata,Acropora seriata,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
148,Acropora simplex,Acropora,pacific,4,1,2,2,2,2,2,30.4,1.4,0.8,100,NA,NA,0.8,100,tables_or_plates,spawner,NA,Acropora simplex,Acropora simplex,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
149,Acropora sirikitiae,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.1,146.7,NA,NA,NA,NA,branching_open,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,Acropora solitaryensis,Acropora,pacific,3,1,4,2,2,2,2,16.7,1.4,1.1,204,16.7,1.4,1.1,204,tables_or_plates,spawner,spawner,Acropora solitaryensis,Acropora solitaryensis,1,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA
151,Acropora sordiensis,Acropora,pacific,5,2,3,2,4,3,4,58.7,1.4,2,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Acropora spathulata,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,1.5,105.3,NA,NA,1.5,NA,corymbose,spawner,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Acropora speciosa,Acropora,pacific,4,1,1,2,3,5,3,40.3,1.4,0.8,50,40.3,NA,0.8,50,corymbose,spawner,NA,Acropora speciosa,Acropora speciosa,NA,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
154,Acropora spicifera,Acropora,pacific,5,1,4,2,2,2,2,111,1.4,1.1,206.5,111,NA,1.1,NA,tables_or_plates,spawner,spawner,Acropora spicifera,Acropora spicifera,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA
155,Acropora squarrosa,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.8,146.7,NA,NA,0.8,NA,branching_closed,spawner,spawner,Acropora squarrosa,Acropora squarrosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
156,Acropora stoddarti,Acropora,pacific,4,1,4,2,2,2,2,30.4,1.4,1.3,200,NA,NA,1.3,200,tables_or_plates,spawner,spawner,Acropora stoddarti,Acropora stoddarti,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA
157,Acropora striata,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.1,146.7,NA,NA,1.1,NA,branching_closed,spawner,spawner,Acropora striata,Acropora striata,NA,NA,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,1,1,NA,NA,NA
158,Acropora subglabra,Acropora,pacific,5,1,3,2,4,4,5,58.7,1.4,0.8,146.7,NA,NA,0.8,NA,hispidose,spawner,NA,Acropora subglabra,Acropora subglabra,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
159,Acropora subulata,Acropora,pacific,4,1,4,2,2,2,2,30.4,1.4,1.2,250,NA,NA,1.2,250,tables_or_plates,spawner,spawner,Acropora subulata,Acropora subulata,1,NA,1,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,NA,NA,NA
160,Acropora suharsonoi,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,0.8,105.3,NA,NA,0.8,NA,corymbose,spawner,NA,Acropora suharsonoi,Acropora suharsonoi,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Acropora sukarnoi,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,1.5,150,NA,NA,1.5,150,tables_or_plates,spawner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Acropora tanegashimensis,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.8,103.2,NA,NA,0.8,NA,tables_or_plates,spawner,NA,Acropora tanegashimensis,Acropora tanegashimensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
163,Acropora tenella,Acropora,pacific,4,1,3,2,2,2,2,30.4,1.4,0.8,103.2,NA,NA,0.8,NA,tables_or_plates,spawner,NA,Acropora tenella,Acropora tenella,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
164,Acropora tenuis,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,1.2,105.3,NA,NA,1.2,NA,corymbose,spawner,spawner,Acropora tenuis,Acropora tenuis,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA
165,Acropora teres,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1,146.7,NA,NA,NA,NA,branching_open,spawner,NA,Acropora teres,Acropora teres,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
166,Acropora tizardi,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.6,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora tizardi,Acropora tizardi,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
167,Acropora torihalimeda,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.8,146.7,NA,NA,0.8,NA,branching_closed,spawner,NA,Acropora torihalimeda,Acropora torihalimeda,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
168,Acropora torresiana,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.2,146.7,NA,NA,NA,NA,branching_closed,spawner,NA,Acropora torresiana,Acropora torresiana,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
169,Acropora tortuosa,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.3,146.7,NA,NA,1.3,NA,branching_closed,spawner,spawner,Acropora tortuosa,Acropora tortuosa,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA
170,Acropora tumida,Acropora,pacific,2,1,4,2,4,3,4,8.3,1.4,1.4,200,8.3,NA,1.4,200,branching_closed,spawner,NA,Acropora tumida,Acropora tumida,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
171,Acropora turaki,Acropora,pacific,5,1,4,2,4,4,5,58.7,1.4,0.8,200,NA,NA,0.8,200,hispidose,spawner,NA,Acropora turaki,Acropora turaki,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
172,Acropora tutuilensis,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.2,146.7,NA,NA,NA,NA,branching_open,spawner,NA,Acropora tutuilensis,Acropora tutuilensis,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
173,Acropora valenciennesi,Acropora,pacific,5,1,4,2,5,4,5,179.3,1.4,1.5,333.3,179.3,NA,1.5,333.3,branching_open,spawner,spawner,Acropora valenciennesi,Acropora valenciennesi,1,NA,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA
174,Acropora valida,Acropora,pacific,4,1,1,2,3,5,3,34.3,1.5,0.9,50,34.3,1.5,0.9,50,corymbose,spawner,spawner,Acropora valida,Acropora valida,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
175,Acropora variabilis,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,0.9,146.7,NA,NA,NA,NA,branching_closed,spawner,spawner,Acropora variabilis,Acropora variabilis,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA
176,Acropora variolosa,Acropora,pacific,5,1,3,2,5,4,5,58.7,1.4,1.2,146.7,NA,NA,1.2,NA,branching_open,spawner,NA,Acropora variolosa,Acropora variolosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
177,Acropora vaughani,Acropora,pacific,5,1,3,2,4,3,4,58.7,1.4,1.1,146.7,NA,NA,1.1,NA,branching_closed,spawner,spawner,Acropora vaughani,Acropora vaughani,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA
178,Acropora vermiculata,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,0.8,105.3,NA,NA,NA,NA,corymbose,spawner,NA,Acropora vermiculata,Acropora vermiculata,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
179,Acropora verweyi,Acropora,pacific,4,1,3,2,3,5,3,31.6,1.4,1.1,105.3,NA,NA,1.1,NA,corymbose,spawner,NA,Acropora verweyi,Acropora verweyi,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA
180,Acropora walindii,Acropora,pacific,5,1,2,2,5,4,5,58.7,1.3,0.5,100,NA,NA,0.5,100,branching_open,spawner,NA,Acropora walindii,Acropora walindii,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
181,Acropora willisae,Acropora,pacific,4,1,2,2,3,5,3,31.6,1.4,1,70,NA,NA,1,70,corymbose,spawner,spawner,Acropora willisae,Acropora willisae,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA
182,Acropora yongei,Acropora,pacific,5,1,4,2,4,3,4,59.3,1.4,1.2,200,59.3,NA,1.2,200,branching_closed,spawner,spawner,Acropora yongei,Acropora yongei,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA
183,Agaricia agaricites,Agaricia,atlantic,3,2,1,4,3,1,1,2.8,2,5.5,35,2.8,2,5.5,35,submassive,brooder,brooder,Agaricia agaricites,Agaricia agaricites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
184,Agaricia fragilis,Agaricia,atlantic,1,2,1,5,2,4,2,3.1,2.3,5,4.7,NA,2.3,5,4.7,laminar,brooder,brooder,Agaricia fragilis,Agaricia fragilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
185,Agaricia grahamae,Agaricia,atlantic,2,3,2,5,2,4,2,12.5,2.2,6.5,82.7,NA,NA,6.5,NA,laminar,brooder,NA,Agaricia grahamae,Agaricia grahamae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
186,Agaricia humilis,Agaricia,atlantic,3,2,1,4,3,1,1,3.1,2,6,12,NA,NA,6,12,submassive,brooder,brooder,Agaricia humilis,Agaricia humilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
